2010	1	1	4.806	-999.000
2010	1	2	5.004	-999.000
2010	1	3	1.858	-999.000
2010	1	4	-0.569	-999.000
2010	1	5	1.300	-999.000
2010	1	6	2.258	-999.000
2010	1	7	2.934	8.570
2010	1	8	4.478	-999.000
2010	1	9	5.447	-999.000
2010	1	10	4.861	-999.000
2010	1	11	2.086	-999.000
2010	1	12	3.013	-999.000
2010	1	13	3.935	-999.000
2010	1	14	3.930	-999.000
2010	1	15	3.623	-999.000
2010	1	16	2.301	-999.000
2010	1	17	2.450	-999.000
2010	1	18	1.725	-999.000
2010	1	19	0.203	-999.000
2010	1	20	-1.960	-999.000
2010	1	21	-1.155	-999.000
2010	1	22	1.158	-999.000
2010	1	23	1.456	-999.000
2010	1	24	-0.090	-999.000
2010	1	25	0.862	-999.000
2010	1	26	0.117	-999.000
2010	1	27	-0.194	-999.000
2010	1	28	-0.791	-999.000
2010	1	29	-0.035	-999.000
2010	1	30	0.340	-999.000
2010	1	31	0.482	-999.000
2010	2	1	1.136	6.850
2010	2	2	1.378	7.240
2010	2	3	2.089	-999.000
2010	2	4	3.382	-999.000
2010	2	5	3.520	-999.000
2010	2	6	5.002	-999.000
2010	2	7	5.062	-999.000
2010	2	8	2.180	-999.000
2010	2	9	0.862	-999.000
2010	2	10	4.011	-999.000
2010	2	11	2.257	-999.000
2010	2	12	3.375	-999.000
2010	2	13	3.895	-999.000
2010	2	14	3.540	-999.000
2010	2	15	2.824	-999.000
2010	2	16	4.310	-999.000
2010	2	17	6.496	-999.000
2010	2	18	6.948	-999.000
2010	2	19	7.421	-999.000
2010	2	20	6.702	-999.000
2010	2	21	5.192	-999.000
2010	2	22	5.590	-999.000
2010	2	23	6.281	-999.000
2010	2	24	7.493	-999.000
2010	2	25	9.447	8.620
2010	2	26	8.213	-999.000
2010	2	27	9.469	-999.000
2010	2	28	8.312	-999.000
2010	3	1	7.665	8.990
2010	3	2	8.605	8.730
2010	3	3	8.055	-999.000
2010	3	4	6.595	-999.000
2010	3	5	3.502	-999.000
2010	3	6	2.848	7.690
2010	3	7	3.761	-999.000
2010	3	8	1.560	-999.000
2010	3	9	1.273	-999.000
2010	3	10	0.533	-999.000
2010	3	11	2.177	-999.000
2010	3	12	2.719	-999.000
2010	3	13	5.342	-999.000
2010	3	14	6.532	-999.000
2010	3	15	8.400	9.240
2010	3	16	9.557	8.080
2010	3	17	8.388	-999.000
2010	3	18	9.915	-999.000
2010	3	19	10.133	-999.000
2010	3	20	10.551	-999.000
2010	3	21	10.598	-999.000
2010	3	22	10.633	-999.000
2010	3	23	11.795	-999.000
2010	3	24	13.194	-999.000
2010	3	25	13.526	-999.000
2010	3	26	12.876	-999.000
2010	3	27	12.179	10.330
2010	3	28	12.561	10.920
2010	3	29	12.303	-999.000
2010	3	30	11.952	-999.000
2010	3	31	9.928	11.020
2010	4	1	7.668	-999.000
2010	4	2	9.180	-999.000
2010	4	3	8.706	-999.000
2010	4	4	11.286	-999.000
2010	4	5	12.342	-999.000
2010	4	6	13.002	-999.000
2010	4	7	12.136	-999.000
2010	4	8	12.333	12.710
2010	4	9	14.468	13.410
2010	4	10	16.215	-999.000
2010	4	11	10.271	-999.000
2010	4	12	8.963	10.830
2010	4	13	9.968	-999.000
2010	4	14	11.623	-999.000
2010	4	15	11.452	-999.000
2010	4	16	11.977	-999.000
2010	4	17	11.267	-999.000
2010	4	18	10.900	-999.000
2010	4	19	13.765	-999.000
2010	4	20	16.404	-999.000
2010	4	21	16.901	-999.000
2010	4	22	15.401	-999.000
2010	4	23	14.144	-999.000
2010	4	24	13.777	-999.000
2010	4	25	17.489	15.190
2010	4	26	19.045	-999.000
2010	4	27	17.811	-999.000
2010	4	28	18.634	-999.000
2010	4	29	19.499	-999.000
2010	4	30	18.701	-999.000
2010	5	1	17.986	-999.000
2010	5	2	15.491	-999.000
2010	5	3	16.679	-999.000
2010	5	4	14.401	-999.000
2010	5	5	14.799	-999.000
2010	5	6	12.189	-999.000
